Route,Stop,Time Period,Avg Headway,Std Headway,Min Headway,Max Headway,Count,Bunching Rate %
250,Eastbound W Georgia St @ Cardero St,Morning Rush,1.0382154882154881,3.5156156766267928,0.016666666666666666,25.6,99,94.94949494949495
099,Westbound W Broadway @ Arbutus St,Morning Rush,0.719549929676512,2.3313914203261694,0.016666666666666666,19.883333333333333,237,94.9367088607595
250,Eastbound W Georgia St @ Denman St,Morning Rush,1.1321428571428571,3.762580463076183,0.016666666666666666,25.6,98,94.89795918367348
006,Southbound Cambie St @ W Georgia St,Midday,1.2004273504273504,1.827484638776278,0.03333333333333333,10.733333333333333,39,94.87179487179486
R4,Northbound Wesbrook Mall @ Agronomy Rd,Morning Rush,0.7907333333333334,3.0594922400003015,0.016666666666666666,30.066666666666666,250,94.8
R4,Oakridge-41st Ave Station  @ Bay 4,Morning Rush,0.7850323624595469,2.260740357430992,0.016666666666666666,24.5,206,94.66019417475728
R4,Westbound E 41 Ave @ Fraser St,Morning Rush,0.7996336996336996,2.2242434488422083,0.016666666666666666,24.466666666666665,182,94.5054945054945
250,Eastbound W Georgia St @ Granville St,Midday,1.140895061728395,4.216925166777045,0.016666666666666666,29.466666666666665,108,94.44444444444444
250,Eastbound W Georgia St @ Bute St,Morning Rush,1.0557632398753893,3.4235795251781074,0.016666666666666666,25.6,107,94.39252336448598
250,Eastbound W Georgia St @ Granville St,Morning Rush,1.021698113207547,3.1813478972671536,0.016666666666666666,22.033333333333335,106,94.33962264150944
250,Eastbound W Georgia St @ Burrard St,Morning Rush,1.0423076923076924,3.2264497532308867,0.016666666666666666,22.1,104,94.23076923076923
R5,Eastbound E Hastings St @ Renfrew St,Morning Rush,1.0495867768595042,2.5631852857928883,0.016666666666666666,16.783333333333335,121,94.21487603305785
R5,Eastbound E Hastings St @ Commercial Dr,Morning Rush,0.9564425770308124,2.1564536666484604,0.016666666666666666,17.033333333333335,119,94.11764705882352
R4,Eastbound W 16 Ave @ Wesbrook Mall,Morning Rush,0.8938914027149322,3.251098359897587,0.016666666666666666,29.95,221,94.11764705882352
099,Eastbound W Broadway @ Heather St,Morning Rush,0.6769063180827887,1.9997360244131097,0.016666666666666666,19.3,153,94.11764705882352
145,Westbound Lougheed Hwy @ Gaglardi Way,Morning Rush,1.1385521885521885,2.698589375423115,0.016666666666666666,15.616666666666667,99,93.93939393939394
R4,Westbound E 41 Ave @ Main St,Morning Rush,0.8207482993197279,2.316835523852306,0.016666666666666666,24.466666666666665,196,93.87755102040816
250,Eastbound W Georgia St @ Broughton St,Morning Rush,1.1260204081632654,3.590960927088603,0.016666666666666666,25.6,98,93.87755102040816
250,Eastbound W Georgia St @ Burrard St,Midday,1.2494897959183673,4.414436935760116,0.016666666666666666,29.45,98,93.87755102040816
